,business_id,name,address,city,shop_star,user1_cnt,user2_cnt,user3_cnt,user4_cnt,user5_cnt,is_good_for_kids,is_good_for_groups,delivery,service,food,suggestions,reasons
10,mA7pC1yd7nkTB-xd-BvZjg,Pizza Hut,5020 NE Martin Luther King Jr Blvd,Portland,1.5,42,1,2,3,6,1,0,0.4515,0.40786805555555555,0.48058333333333336,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of wings.Try to improve the taste of cheese.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.125, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards delivery in this Pizza Hut is -0.030, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards wings in this Pizza Hut is -0.071, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.046;"
11,BGpm3aDcwiUaJPor0vCxNQ,Pizza Hut,"4287 Kingsway, Suite 1",Burnaby,3.0,2,0,0,4,0,1,1,0.69411,0.81245,0.3294,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of bread.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards wings in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is -0.196, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards bread in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.083;"
12,vFlvA5JSXBiAK-2WPcBorA,Pizza Hut,10601 FM 2222 / Riverplace,Austin,1.5,39,4,2,2,1,0,0,0.40086666666666665,0.47910499999999995,0.42650333333333335,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of wings.Try to improve the taste of bread.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards delivery in this Pizza Hut is -0.173, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards wings in this Pizza Hut is -0.132, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards bread in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.083;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
13,u4ONhP5LKxLnUIAzi5g3GQ,Pizza Hut,"15504 Stoneybrook West Pkwy, Ste 100",Winter Garden,2.5,11,2,0,1,6,1,0,0.58212,0.678675,0.68976875,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
14,iPQdNe0nm0o5Tdk5VABzDQ,Pizza Hut,13786 104th Avenue,Surrey,2.0,4,2,0,0,1,1,1,0.2798,0.41126666666666667,0.09389999999999998,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards delivery in this Pizza Hut is -0.440, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards wings in this Pizza Hut is -0.677, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
15,zlncHEhUp0Xdsh8Rb-n1mQ,Pizza Hut,3908 Town Center Blvd,Orlando,3.0,3,3,0,4,2,0,0,0.7121083333333333,0.5614,0.643325,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Try to improve the taste of cheese.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards cheese in this Pizza Hut is -0.103, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
16,pzt2rijS8uTdVFLG4oIfDA,Pizza Hut,"12636 Research Blvd, #A10-5 / Jollyville",Austin,2.5,30,5,1,5,13,1,1,0.5783645833333333,0.59035,0.5476666666666666,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of bread.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.280, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards wings in this Pizza Hut is 0.001, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is 0.046, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards bread in this Pizza Hut is -0.393, which is below the average score of all Pizza Hut: 0.083;The sentiment score towards pepperoni in this Pizza Hut is -0.685, which is below the average score of all Pizza Hut: 0.08;"
17,r1F6iUjbinRnxsWjwVs8VQ,Pizza Hut,1335 NW 185th Ave,Hillsboro,1.5,31,5,2,2,3,1,1,0.50325,0.4932107142857143,0.47275,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of bread.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.340, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards delivery in this Pizza Hut is -0.027, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards wings in this Pizza Hut is -0.455, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is -0.021, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards bread in this Pizza Hut is -0.108, which is below the average score of all Pizza Hut: 0.083;"
18,qLAmmCP_EpD9zKABu7GfVQ,Pizza Hut,2988 Mountain Highway,North Vancouver,2.0,4,2,1,1,0,1,0,0.5,0.5710500000000001,0.5,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards wings in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is -0.063, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
19,MItil8P2gF5qH-dB5bT10w,Pizza Hut,4432 Curry Ford Rd,Orlando,2.0,12,0,0,2,3,0,1,0.5988249999999999,0.4554666666666667,0.6416142857142857,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of bread.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.286, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards wings in this Pizza Hut is -0.210, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is -0.155, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards bread in this Pizza Hut is -0.132, which is below the average score of all Pizza Hut: 0.083;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
20,fMpNr1orj1bSAERhl_2JZA,Pizza Hut,"400 Highway 290 W, Bldg A, Ste 101",Dripping Springs,2.0,11,2,1,0,4,0,0,0.4471375,0.32025000000000003,0.54038,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of bread.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.268, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards delivery in this Pizza Hut is -0.076, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards bread in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.083;The sentiment score towards pepperoni in this Pizza Hut is 0.062, which is below the average score of all Pizza Hut: 0.08;"
21,Q86swCBxY8F3gHYrsBWbRQ,Pizza Hut,"241 N Hunt Club Blvd, Ste 141",Longwood,2.0,3,4,0,1,1,1,0,0.6782666666666667,0.5078374999999999,0.50465,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.083, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards wings in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
22,8m5diCok8LZeXFEW-sRiKw,Pizza Hut,6047 SW 185th Ave,Beaverton,1.5,34,4,3,1,1,1,0,0.44828958333333335,0.35812307692307693,0.56713,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of wings.Try to improve the taste of cheese.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards delivery in this Pizza Hut is -0.099, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards wings in this Pizza Hut is 0.065, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is -0.133, which is below the average score of all Pizza Hut: 0.046;"
23,_DekKcabgnzaKl1xC1bOnw,Pizza Hut,2461 Metropolitan Parkway,Atlanta,1.5,10,1,1,1,0,0,0,0.464425,0.4547857142857143,0.48659444444444444,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of wings.Try to improve the taste of cheese.Try to improve the taste of bread.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.095, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards delivery in this Pizza Hut is -0.061, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards wings in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards cheese in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards bread in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.083;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
24,m3fDeA-Zhx4_4FVtV-eDlw,Pizza Hut,1513 NE 181st Ave,Portland,1.0,20,0,0,0,1,1,1,0.4791666666666667,0.391625,0.3501833333333333,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Try to improve the taste of cheese.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards cheese in this Pizza Hut is 0.014, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
25,NxGSo99hgwIUAve2tTo45Q,Pizza Hut,"2980 Cobb Pkwy, Ste 140",Atlanta,2.0,21,6,1,5,2,1,1,0.4958868421052632,0.31736,0.53192,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of wings.Try to improve the taste of bread.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards delivery in this Pizza Hut is -0.022, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards wings in this Pizza Hut is -0.096, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards bread in this Pizza Hut is -0.038, which is below the average score of all Pizza Hut: 0.083;The sentiment score towards pepperoni in this Pizza Hut is -0.638, which is below the average score of all Pizza Hut: 0.08;"
26,N7vynmTXe4t6-ofD8yTEqA,Pizza Hut,1939 S Narcoossee Rd,Saint Cloud,2.5,3,1,1,1,2,1,1,0.6732625,0.675075,0.6770875000000001,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Try to improve the taste of cheese.Try to improve the taste of bread.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards cheese in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards bread in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.083;"
27,ydrUFhIKGEIxxWs0sx1xlw,Pizza Hut,6736 E Main St,Reynoldsburg,2.5,7,4,2,3,1,0,0,0.30956666666666666,0.295525,0.5,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Strengthen the training of restaurant managers and employees; organize branch selection activities with the best service attitude and provide rewards to motivate employees to be more friendly.Cooperating with better food delivery platforms; establishing your own delivery team in big cities with a lot of orders.Try to improve the taste of cheese.Try to improve the taste of bread.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards managers in this Pizza Hut is -0.323, which is below the average score of all Pizza Hut: -0.081;The sentiment score towards delivery in this Pizza Hut is -0.170, which is below the average score of all Pizza Hut: -0.016;The sentiment score towards cheese in this Pizza Hut is -0.361, which is below the average score of all Pizza Hut: 0.046;The sentiment score towards bread in this Pizza Hut is -0.081, which is below the average score of all Pizza Hut: 0.083;The sentiment score towards pepperoni in this Pizza Hut is -0.744, which is below the average score of all Pizza Hut: 0.08;"
28,HrhUc2eCulbiuDQANorHbA,Pizza Hut,1950 Cleveland Innis Plz,Columbus,1.0,19,2,0,0,0,0,0,0.5397227272727273,0.4021772727272727,0.41275833333333334,"Increasing the number of children's seats in the store; like other fast food chains, such as McDonald's, set up a children's play area; enriching the types of children's packages; Setting up family toilets.Using an incubator to prevent food getting cold.Try to improve the taste of wings.Try to improve the taste of pepperoni.","The average ratings for GoodForKids is 2.14 and for NotGoodForKids is 1.89 p-value = 0.006; This restaurant does not have GoodForKids atttribute;The sentiment score towards wings in this Pizza Hut is 0.062, which is below the average score of all Pizza Hut: 0.08;The sentiment score towards pepperoni in this Pizza Hut is 0.000, which is below the average score of all Pizza Hut: 0.08;"
